,Chr,Dominance,MutationType
2188,22,dominant,missense
2189,9,dominant,silent
2190,12,dominant,frameshift
2191,9,dominant,silent
2192,21,dominant,nonsense
2193,3,dominant,frameshift
2194,20,dominant,missense
2195,4,dominant,missense
2196,10,dominant,synonymous
2197,13,recessive,nonsense
2198,17,dominant,missense
2199,9,dominant,frameshift
2200,5,dominant,frameshift
2201,22,recessive,missense
2202,8,dominant,nonsense
2203,1,recessive,silent
2204,20,recessive,missense
2205,4,dominant,synonymous
2206,3,recessive,silent
2207,1,dominant,silent
2208,2,recessive,missense
2209,18,recessive,synonymous
2210,18,recessive,missense
2211,5,recessive,silent
2212,7,recessive,missense
2213,9,dominant,nonsense
2214,19,dominant,missense
2215,10,recessive,frameshift
2216,1,dominant,synonymous
2217,17,dominant,frameshift
2218,20,dominant,missense
2219,18,dominant,missense
2220,8,recessive,silent
2221,2,recessive,missense
2222,1,dominant,synonymous
2223,20,dominant,missense
2224,4,recessive,nonsense
2225,6,dominant,frameshift
2226,4,dominant,synonymous
2227,11,recessive,frameshift
2228,8,recessive,nonsense
2229,17,recessive,synonymous
2230,19,dominant,frameshift
2231,2,dominant,synonymous
2232,8,dominant,synonymous
2233,22,dominant,nonsense
2234,6,dominant,missense
2235,18,recessive,synonymous
2236,17,recessive,missense
2237,7,dominant,missense
2238,6,dominant,frameshift
2239,15,recessive,frameshift
2240,16,recessive,synonymous
2241,22,dominant,nonsense
2242,2,dominant,missense
2243,20,dominant,frameshift
2244,8,recessive,frameshift
2245,18,dominant,missense
2246,3,recessive,missense
2247,4,dominant,missense
2248,10,recessive,nonsense
2249,22,recessive,synonymous
2250,15,dominant,silent
2251,8,dominant,frameshift
2252,16,recessive,frameshift
2253,20,dominant,silent
2254,19,recessive,frameshift
2255,8,dominant,silent
2256,3,recessive,synonymous
2257,18,recessive,nonsense
2258,6,recessive,synonymous
2259,18,dominant,silent
2260,13,dominant,missense
2261,19,recessive,frameshift
2262,18,recessive,silent
2263,4,dominant,silent
2264,18,dominant,silent
2265,11,recessive,synonymous
2266,6,dominant,nonsense
2267,19,recessive,synonymous
2268,12,recessive,missense
2269,13,dominant,nonsense
2270,8,recessive,missense
2271,5,dominant,synonymous
2272,18,recessive,frameshift
2273,3,dominant,synonymous
2274,22,dominant,silent
2275,16,dominant,missense
2276,18,recessive,synonymous
2277,8,dominant,frameshift
2278,18,dominant,missense
2279,1,recessive,silent
2280,1,recessive,silent
2281,12,recessive,silent
2282,1,recessive,synonymous
2283,6,dominant,frameshift
2284,5,recessive,silent
2285,15,dominant,missense
2286,6,dominant,missense
2287,1,recessive,silent
2288,8,dominant,frameshift
2289,13,recessive,synonymous
2290,3,dominant,nonsense
2291,18,dominant,nonsense
2292,20,recessive,nonsense
2293,6,dominant,nonsense
2294,16,dominant,synonymous
2295,11,dominant,synonymous
2296,8,dominant,frameshift
2297,1,dominant,missense
2298,2,dominant,synonymous
2299,3,dominant,synonymous
2300,3,recessive,missense
2301,9,dominant,silent
2302,22,dominant,synonymous
2303,21,dominant,synonymous
2304,22,dominant,nonsense
2305,20,recessive,missense
2306,14,dominant,silent
2307,4,recessive,frameshift
2308,13,dominant,silent
2309,20,recessive,silent
2310,19,dominant,silent
2311,21,recessive,missense
2312,12,dominant,silent
2313,19,recessive,missense
2314,17,dominant,synonymous
2315,5,recessive,nonsense
2316,5,recessive,nonsense
2317,21,dominant,synonymous
2318,2,recessive,missense
2319,17,recessive,frameshift
2320,12,recessive,missense
2321,3,dominant,silent
2322,13,dominant,missense
2323,7,dominant,missense
2324,15,dominant,missense
2325,2,recessive,frameshift
2326,21,recessive,missense
2327,11,dominant,missense
2328,11,recessive,synonymous
2329,1,dominant,silent
2330,3,dominant,missense
2331,5,dominant,synonymous
2332,8,dominant,synonymous
2333,15,dominant,frameshift
2334,10,dominant,nonsense
2335,20,dominant,missense
2336,5,recessive,missense
2337,11,dominant,synonymous
2338,16,dominant,synonymous
2339,3,recessive,frameshift
2340,4,recessive,synonymous
2341,16,dominant,frameshift
2342,8,recessive,synonymous
2343,16,dominant,frameshift
2344,3,recessive,nonsense
2345,21,recessive,silent
2346,19,dominant,missense
2347,7,dominant,missense
2348,12,recessive,frameshift
2349,4,dominant,frameshift
2350,4,recessive,frameshift
2351,16,dominant,nonsense
2352,1,recessive,frameshift
2353,13,dominant,nonsense
2354,8,dominant,nonsense
2355,19,recessive,missense
2356,4,recessive,frameshift
2357,3,dominant,nonsense
2358,17,recessive,missense
2359,22,recessive,nonsense
2360,2,dominant,silent
2361,1,dominant,frameshift
2362,6,recessive,silent
2363,2,recessive,silent
2364,4,dominant,frameshift
2365,4,dominant,missense
2366,14,dominant,silent
2367,5,dominant,silent
2368,10,dominant,synonymous
2369,14,dominant,nonsense
2370,7,recessive,missense
2371,1,recessive,synonymous
2372,7,recessive,missense
2373,16,recessive,missense
2374,20,recessive,synonymous
2375,6,dominant,nonsense
2376,3,recessive,nonsense
2377,11,dominant,silent
2378,8,dominant,silent
2379,21,dominant,missense
2380,2,dominant,synonymous
2381,14,dominant,nonsense
2382,4,recessive,frameshift
2383,19,dominant,missense
2384,20,dominant,nonsense
2385,9,dominant,missense
2386,17,dominant,nonsense
2387,5,dominant,frameshift
2388,11,recessive,nonsense
2389,22,dominant,missense
2390,20,dominant,synonymous
2391,16,recessive,frameshift
2392,2,recessive,synonymous
2393,16,dominant,missense
2394,4,dominant,missense
2395,2,recessive,missense
2396,21,recessive,frameshift
2397,7,recessive,missense
2398,22,recessive,nonsense
2399,14,recessive,frameshift
2400,13,dominant,nonsense
2401,12,dominant,frameshift
2402,4,recessive,synonymous
2403,9,dominant,synonymous
2404,17,recessive,missense
2405,8,recessive,nonsense
2406,5,recessive,missense
2407,7,dominant,silent
2408,16,recessive,missense
2409,7,dominant,silent
2410,16,recessive,silent
2411,13,recessive,frameshift
2412,1,recessive,silent
2413,20,dominant,missense
2414,3,dominant,missense
2415,12,recessive,silent
2416,21,recessive,frameshift
2417,19,dominant,frameshift
2418,20,recessive,frameshift
2419,8,dominant,missense
2420,2,dominant,silent
2421,8,recessive,frameshift
2422,3,dominant,missense
2423,21,dominant,silent
2424,21,dominant,frameshift
2425,1,recessive,missense
2426,8,dominant,silent
2427,13,recessive,nonsense
2428,1,dominant,missense
2429,9,recessive,synonymous
2430,20,recessive,missense
2431,3,recessive,nonsense
2432,9,recessive,nonsense
2433,21,recessive,missense
2434,5,recessive,missense
2435,15,recessive,synonymous
2436,8,recessive,synonymous
2437,15,recessive,missense
2438,3,recessive,nonsense
2439,12,dominant,synonymous
2440,10,recessive,missense
2441,10,dominant,synonymous
2442,6,dominant,synonymous
2443,7,recessive,synonymous
2444,15,recessive,synonymous
2445,11,dominant,missense
2446,16,recessive,frameshift
2447,4,recessive,nonsense
2448,16,recessive,frameshift
2449,6,recessive,synonymous
2450,14,recessive,nonsense
2451,20,dominant,frameshift
2452,21,dominant,synonymous
2453,13,dominant,synonymous
2454,2,dominant,nonsense
2455,7,recessive,silent
2456,20,dominant,synonymous
2457,5,dominant,synonymous
2458,5,recessive,missense
2459,17,recessive,silent
2460,8,recessive,frameshift
2461,7,recessive,synonymous
2462,13,recessive,nonsense
2463,2,recessive,silent
2464,18,recessive,missense
2465,11,recessive,silent
2466,10,dominant,nonsense
2467,7,recessive,synonymous
2468,3,dominant,frameshift
2469,5,recessive,missense
2470,6,dominant,nonsense
2471,17,recessive,synonymous
2472,18,dominant,silent
2473,9,dominant,missense
2474,10,recessive,missense
2475,18,dominant,frameshift
2476,6,dominant,synonymous
2477,8,recessive,synonymous
2478,19,recessive,synonymous
2479,9,dominant,missense
2480,6,dominant,silent
2481,21,recessive,silent
2482,9,recessive,synonymous
2483,6,recessive,silent
2484,11,dominant,frameshift
2485,5,dominant,frameshift
2486,8,recessive,synonymous
2487,13,recessive,frameshift
2488,1,recessive,synonymous
2489,2,dominant,frameshift
2490,17,recessive,synonymous
2491,12,dominant,frameshift
2492,18,recessive,frameshift
2493,12,dominant,synonymous
2494,9,recessive,silent
2495,19,recessive,nonsense
2496,2,dominant,frameshift
2497,8,dominant,synonymous
2498,18,recessive,nonsense
2499,7,recessive,missense
2500,13,recessive,synonymous
2501,11,recessive,nonsense
2502,16,dominant,missense
2503,3,dominant,nonsense
2504,14,dominant,frameshift
2505,2,recessive,frameshift
2506,18,dominant,frameshift
2507,12,dominant,missense
2508,3,dominant,silent
2509,11,recessive,frameshift
2510,1,recessive,silent
2511,19,dominant,synonymous
2512,4,dominant,synonymous
2513,17,recessive,silent
2514,3,dominant,silent
2515,12,recessive,nonsense
2516,8,recessive,silent
2517,2,recessive,frameshift
2518,7,dominant,nonsense
2519,17,recessive,missense
2520,10,recessive,nonsense
2521,20,recessive,missense
2522,13,dominant,nonsense
2523,11,dominant,synonymous
2524,16,dominant,synonymous
2525,16,recessive,nonsense
2526,15,dominant,silent
2527,12,recessive,synonymous
2528,17,dominant,silent
2529,13,dominant,frameshift
2530,11,dominant,missense
2531,2,recessive,nonsense
2532,16,recessive,missense
2533,6,dominant,missense
2534,22,dominant,synonymous
2535,22,recessive,silent
2536,6,dominant,missense
2537,19,dominant,frameshift
2538,7,dominant,nonsense
2539,6,dominant,silent
2540,4,dominant,nonsense
2541,8,recessive,missense
2542,1,dominant,nonsense
2543,13,recessive,synonymous
2544,15,dominant,silent
2545,1,recessive,silent
2546,10,recessive,synonymous
2547,13,recessive,missense
2548,18,recessive,frameshift
2549,4,dominant,frameshift
2550,1,recessive,synonymous
2551,14,dominant,silent
2552,2,recessive,synonymous
2553,5,recessive,synonymous
2554,18,recessive,nonsense
2555,7,recessive,silent
2556,6,recessive,missense
2557,14,dominant,nonsense
2558,13,recessive,nonsense
2559,10,recessive,missense
2560,14,recessive,missense
2561,22,dominant,frameshift
2562,1,dominant,frameshift
2563,8,recessive,missense
2564,6,dominant,nonsense
2565,7,dominant,nonsense
2566,9,recessive,nonsense
2567,14,recessive,frameshift
2568,6,recessive,missense
2569,10,dominant,missense
2570,10,recessive,synonymous
2571,10,recessive,nonsense
2572,8,recessive,frameshift
2573,1,recessive,synonymous
2574,15,recessive,nonsense
2575,14,dominant,nonsense
2576,12,recessive,nonsense
2577,12,dominant,nonsense
2578,4,recessive,silent
2579,10,recessive,silent
2580,15,dominant,silent
2581,1,dominant,silent
2582,1,dominant,synonymous
2583,20,dominant,missense
2584,5,dominant,synonymous
2585,8,recessive,synonymous
2586,20,dominant,silent
2587,6,dominant,missense
2588,8,dominant,silent
2589,19,recessive,silent
2590,13,recessive,frameshift
2591,16,recessive,missense
2592,2,dominant,nonsense
2593,14,dominant,silent
2594,7,dominant,synonymous
2595,10,dominant,frameshift
2596,6,recessive,missense
2597,9,dominant,synonymous
2598,4,dominant,silent
2599,15,dominant,synonymous
2600,13,dominant,frameshift
2601,17,dominant,frameshift
2602,18,recessive,frameshift
2603,11,dominant,silent
2604,1,dominant,missense
2605,20,recessive,missense
2606,20,recessive,missense
2607,9,dominant,frameshift
2608,4,recessive,frameshift
2609,13,recessive,silent
2610,16,dominant,missense
2611,21,dominant,frameshift
2612,10,dominant,frameshift
2613,22,recessive,frameshift
2614,16,recessive,frameshift
2615,15,recessive,frameshift
2616,15,dominant,synonymous
2617,11,dominant,silent
2618,17,recessive,nonsense
2619,4,dominant,synonymous
2620,3,recessive,silent
2621,3,dominant,frameshift
2622,4,dominant,frameshift
2623,11,recessive,synonymous
2624,9,dominant,missense
2625,22,recessive,frameshift
2626,1,dominant,missense
2627,9,dominant,silent
2628,12,dominant,silent
2629,12,dominant,missense
2630,17,dominant,silent
2631,7,recessive,silent
2632,4,dominant,nonsense
2633,5,dominant,synonymous
2634,20,recessive,missense
2635,7,dominant,frameshift
2636,14,dominant,missense
2637,1,dominant,synonymous
2638,18,recessive,silent
2639,18,recessive,missense
2640,21,recessive,silent
2641,2,recessive,frameshift
2642,17,recessive,synonymous
2643,15,recessive,frameshift
2644,22,dominant,silent
2645,20,dominant,frameshift
2646,12,dominant,synonymous
2647,15,dominant,nonsense
2648,8,recessive,frameshift
2649,18,recessive,nonsense
2650,9,recessive,silent
2651,22,recessive,silent
2652,18,recessive,silent
2653,17,dominant,silent
2654,11,recessive,synonymous
2655,7,recessive,silent
2656,20,dominant,nonsense
2657,18,recessive,nonsense
2658,9,dominant,nonsense
2659,2,recessive,missense
2660,21,dominant,frameshift
2661,11,recessive,nonsense
2662,16,dominant,nonsense
2663,12,dominant,nonsense
2664,4,recessive,silent
2665,20,dominant,silent
2666,14,dominant,silent
2667,14,recessive,frameshift
2668,4,dominant,nonsense
2669,8,recessive,nonsense
2670,1,recessive,synonymous
2671,9,recessive,missense
2672,14,dominant,frameshift
2673,20,recessive,silent
2674,2,recessive,synonymous
2675,15,recessive,frameshift
2676,3,recessive,missense
2677,3,dominant,missense
2678,21,dominant,synonymous
2679,13,dominant,frameshift
2680,15,dominant,silent
2681,12,recessive,silent
2682,21,dominant,frameshift
2683,16,dominant,synonymous
2684,2,recessive,silent
2685,13,recessive,silent
2686,16,recessive,nonsense
2687,4,recessive,frameshift
2688,22,dominant,frameshift
2689,16,dominant,silent
2690,19,recessive,synonymous
2691,13,dominant,missense
2692,4,dominant,silent
2693,13,recessive,missense
2694,17,recessive,missense
2695,13,recessive,synonymous
2696,15,recessive,missense
2697,22,dominant,synonymous
2698,12,dominant,silent
2699,15,dominant,synonymous
2700,18,dominant,missense
2701,8,recessive,silent
2702,18,recessive,silent
2703,20,recessive,frameshift
2704,15,dominant,synonymous
2705,1,recessive,frameshift
2706,2,recessive,synonymous
2707,7,recessive,synonymous
2708,9,dominant,silent
2709,22,recessive,synonymous
2710,15,dominant,silent
2711,19,dominant,frameshift
2712,15,dominant,nonsense
2713,7,dominant,frameshift
2714,20,recessive,frameshift
2715,5,recessive,nonsense
2716,16,recessive,silent
2717,17,recessive,frameshift
2718,1,recessive,missense
2719,6,dominant,synonymous
2720,20,dominant,silent
2721,16,dominant,silent
2722,22,recessive,synonymous
2723,22,dominant,frameshift
2724,2,recessive,silent
2725,9,recessive,silent
2726,1,dominant,missense
2727,18,dominant,silent
2728,14,recessive,synonymous
2729,10,recessive,silent
2730,14,recessive,frameshift
2731,18,recessive,frameshift
2732,19,recessive,synonymous
2733,3,dominant,nonsense
2734,13,dominant,missense
2735,11,dominant,frameshift
2736,15,recessive,synonymous
2737,12,dominant,synonymous
2738,22,dominant,missense
2739,11,dominant,synonymous
2740,2,recessive,synonymous
2741,17,dominant,missense
2742,15,recessive,frameshift
2743,11,dominant,synonymous
2744,16,recessive,silent
2745,19,dominant,synonymous
2746,12,dominant,frameshift
2747,21,dominant,nonsense
2748,10,dominant,frameshift
2749,13,recessive,silent
2750,13,dominant,frameshift
2751,2,dominant,missense
2752,10,recessive,missense
2753,2,recessive,nonsense
2754,10,dominant,nonsense
2755,20,dominant,frameshift
2756,10,dominant,silent
2757,13,recessive,silent
2758,8,dominant,synonymous
2759,13,dominant,nonsense
2760,1,recessive,missense
2761,7,recessive,missense
2762,7,recessive,frameshift
2763,13,recessive,frameshift
2764,21,recessive,missense
2765,12,dominant,missense
2766,14,dominant,nonsense
2767,2,recessive,frameshift
2768,13,recessive,frameshift
2769,20,recessive,frameshift
2770,15,recessive,nonsense
2771,10,dominant,synonymous
2772,18,dominant,frameshift
2773,3,dominant,frameshift
2774,3,recessive,frameshift
2775,8,dominant,silent
2776,13,dominant,nonsense
2777,16,dominant,silent
2778,5,dominant,silent
2779,1,dominant,nonsense
2780,2,dominant,missense
2781,22,dominant,missense
2782,3,dominant,synonymous
2783,9,dominant,frameshift
2784,5,dominant,synonymous
2785,7,dominant,silent
2786,17,recessive,silent
2787,22,dominant,missense
2788,12,recessive,synonymous
2789,11,recessive,missense
2790,11,recessive,silent
2791,13,recessive,nonsense
2792,15,dominant,synonymous
2793,9,recessive,missense
2794,15,dominant,missense
2795,18,dominant,missense
2796,8,recessive,silent
2797,8,recessive,silent
2798,10,dominant,missense
2799,7,recessive,frameshift
2800,4,recessive,synonymous
2801,7,dominant,silent
2802,16,recessive,nonsense
2803,21,recessive,frameshift
2804,15,dominant,silent
2805,22,recessive,frameshift
2806,1,dominant,silent
2807,8,recessive,missense
2808,4,recessive,silent
2809,19,dominant,missense
2810,22,dominant,missense
2811,17,dominant,nonsense
2812,1,dominant,missense
2813,4,recessive,synonymous
2814,17,dominant,synonymous
2815,9,dominant,nonsense
2816,7,recessive,silent
2817,10,recessive,silent
2818,12,recessive,silent
2819,18,dominant,silent
2820,21,dominant,nonsense
2821,20,recessive,missense
2822,6,dominant,frameshift
2823,8,dominant,frameshift
2824,18,recessive,frameshift
2825,19,recessive,missense
2826,19,recessive,missense
2827,3,dominant,nonsense
2828,19,recessive,frameshift
2829,20,dominant,silent
2830,2,recessive,nonsense
2831,21,recessive,silent
2832,18,dominant,missense
2833,10,recessive,frameshift
2834,14,recessive,nonsense
2835,8,dominant,frameshift
2836,22,dominant,frameshift
2837,16,recessive,missense
2838,14,recessive,synonymous
2839,4,dominant,synonymous
2840,13,recessive,frameshift
2841,19,recessive,frameshift
2842,20,recessive,nonsense
2843,2,recessive,frameshift
2844,17,recessive,frameshift
2845,10,recessive,synonymous
2846,13,dominant,missense
2847,14,recessive,silent
2848,19,recessive,nonsense
2849,18,recessive,silent
2850,15,dominant,synonymous
2851,10,recessive,frameshift
2852,4,dominant,silent
2853,16,dominant,synonymous
2854,11,dominant,frameshift
2855,14,dominant,synonymous
2856,8,dominant,frameshift
2857,16,recessive,frameshift
2858,10,dominant,nonsense
2859,21,dominant,silent
2860,12,recessive,nonsense
2861,12,dominant,missense
2862,18,recessive,frameshift
2863,13,dominant,frameshift
2864,21,recessive,frameshift
2865,13,dominant,missense
2866,17,dominant,missense
2867,19,recessive,nonsense
2868,12,recessive,frameshift
2869,22,recessive,nonsense
2870,17,dominant,nonsense
2871,17,dominant,synonymous
2872,8,recessive,nonsense
2873,1,recessive,frameshift
2874,19,recessive,silent
2875,7,recessive,missense
2876,2,dominant,missense
2877,3,dominant,silent
2878,10,recessive,missense
2879,4,recessive,nonsense
2880,18,recessive,missense
2881,17,dominant,synonymous
2882,7,recessive,frameshift
2883,5,recessive,frameshift
2884,18,dominant,frameshift
2885,2,dominant,missense
2886,11,recessive,silent
2887,19,dominant,missense
2888,5,dominant,nonsense
2889,17,recessive,silent
2890,11,recessive,nonsense
2891,13,recessive,nonsense
2892,3,dominant,missense
2893,1,dominant,frameshift
2894,15,dominant,silent
2895,10,dominant,missense
2896,4,dominant,nonsense
2897,8,dominant,missense
2898,7,recessive,synonymous
2899,18,dominant,frameshift
2900,21,recessive,missense
2901,4,recessive,frameshift
2902,10,dominant,missense
2903,3,dominant,synonymous
2904,8,recessive,synonymous
2905,10,recessive,frameshift
2906,11,dominant,nonsense
2907,21,recessive,synonymous
2908,3,recessive,synonymous
2909,1,recessive,missense
2910,3,recessive,missense
2911,12,dominant,synonymous
2912,11,recessive,nonsense
2913,20,recessive,frameshift
2914,15,recessive,frameshift
2915,16,dominant,synonymous
2916,7,recessive,frameshift
2917,21,recessive,silent
2918,9,recessive,frameshift
2919,8,dominant,nonsense
2920,7,dominant,missense
2921,11,dominant,frameshift
2922,17,dominant,silent
2923,9,recessive,synonymous
2924,7,dominant,missense
2925,19,dominant,silent
2926,11,recessive,missense
2927,10,recessive,nonsense
2928,18,dominant,silent
2929,21,recessive,silent
2930,16,dominant,silent
2931,21,dominant,synonymous
2932,16,recessive,frameshift
2933,6,dominant,frameshift
2934,5,recessive,synonymous
2935,1,recessive,missense
2936,4,dominant,silent
2937,19,dominant,missense
2938,7,recessive,synonymous
2939,17,recessive,frameshift
2940,14,dominant,missense
2941,3,dominant,missense
2942,5,dominant,silent
2943,2,recessive,missense
2944,13,recessive,missense
2945,11,recessive,nonsense
2946,13,dominant,silent
2947,13,dominant,silent
2948,20,dominant,nonsense
2949,11,dominant,nonsense
2950,21,recessive,nonsense
2951,17,dominant,silent
2952,9,dominant,nonsense
2953,16,dominant,missense
2954,7,dominant,silent
2955,17,recessive,synonymous
2956,15,recessive,synonymous
2957,21,recessive,silent
2958,15,recessive,frameshift
2959,17,dominant,missense
2960,9,dominant,nonsense
2961,9,dominant,nonsense
2962,11,recessive,nonsense
2963,11,recessive,nonsense
2964,8,dominant,frameshift
2965,11,dominant,nonsense
2966,7,recessive,nonsense
2967,1,recessive,nonsense
2968,14,recessive,synonymous
2969,14,recessive,silent
2970,19,dominant,synonymous
2971,11,dominant,missense
2972,4,recessive,nonsense
2973,16,dominant,synonymous
2974,13,dominant,nonsense
2975,14,dominant,silent
2976,8,dominant,frameshift
2977,19,recessive,frameshift
2978,22,recessive,missense
2979,21,recessive,synonymous
2980,13,recessive,synonymous
2981,16,dominant,nonsense
2982,1,recessive,synonymous
2983,19,dominant,nonsense
2984,14,dominant,synonymous
2985,11,recessive,missense
2986,11,dominant,missense
2987,21,dominant,missense
2988,16,recessive,frameshift
2989,3,dominant,missense
2990,20,dominant,frameshift
2991,10,dominant,frameshift
2992,4,dominant,synonymous
2993,4,dominant,silent
2994,6,recessive,nonsense
2995,18,recessive,silent
2996,8,dominant,synonymous
2997,18,recessive,frameshift
2998,6,dominant,frameshift
2999,22,dominant,frameshift
3000,22,dominant,nonsense
3001,14,recessive,frameshift
3002,17,dominant,synonymous
3003,9,recessive,frameshift
3004,7,dominant,synonymous
3005,15,dominant,missense
3006,1,recessive,nonsense
3007,21,recessive,missense
3008,13,recessive,nonsense
3009,22,dominant,frameshift
3010,5,dominant,nonsense
3011,12,recessive,frameshift
3012,7,dominant,silent
3013,10,dominant,nonsense
3014,8,dominant,silent
3015,21,dominant,frameshift
3016,3,recessive,synonymous
3017,22,recessive,synonymous
3018,1,recessive,frameshift
3019,5,recessive,nonsense
3020,1,dominant,frameshift
3021,12,recessive,nonsense
3022,12,dominant,synonymous
3023,19,dominant,silent
3024,10,dominant,nonsense
3025,3,dominant,missense
3026,12,dominant,synonymous
3027,10,recessive,silent
3028,2,dominant,nonsense
3029,6,recessive,silent
3030,12,recessive,synonymous
3031,19,dominant,nonsense
3032,12,dominant,synonymous
3033,12,recessive,synonymous
3034,8,recessive,nonsense
3035,2,recessive,synonymous
3036,4,recessive,silent
3037,14,recessive,missense
3038,9,recessive,nonsense
3039,6,dominant,missense
3040,15,dominant,nonsense
3041,7,recessive,silent
3042,19,dominant,missense
3043,2,recessive,synonymous
3044,7,recessive,missense
3045,5,dominant,synonymous
3046,9,dominant,synonymous
3047,6,dominant,synonymous
3048,9,dominant,frameshift
3049,7,recessive,missense
3050,21,dominant,frameshift
3051,7,recessive,nonsense
3052,20,recessive,silent
3053,3,recessive,synonymous
3054,3,recessive,synonymous
3055,12,recessive,nonsense
3056,15,recessive,nonsense
3057,21,dominant,missense
3058,12,recessive,nonsense
3059,18,recessive,synonymous
3060,21,dominant,frameshift
3061,4,dominant,nonsense
3062,2,recessive,nonsense
3063,14,dominant,silent
3064,7,recessive,missense
3065,9,dominant,synonymous
3066,2,dominant,missense
3067,13,dominant,missense
3068,17,dominant,nonsense
3069,20,recessive,frameshift
3070,2,dominant,missense
3071,7,recessive,synonymous
3072,3,recessive,frameshift
3073,14,recessive,synonymous
3074,6,dominant,silent
3075,22,recessive,frameshift
3076,19,recessive,synonymous
3077,15,dominant,silent
3078,12,recessive,synonymous
3079,11,dominant,missense
3080,9,dominant,nonsense
3081,17,dominant,silent
3082,7,dominant,frameshift
3083,18,dominant,missense
3084,15,recessive,synonymous
3085,8,dominant,nonsense
3086,6,dominant,missense
3087,10,recessive,frameshift
3088,10,dominant,synonymous
3089,3,dominant,nonsense
3090,15,dominant,silent
3091,11,dominant,nonsense
3092,13,dominant,silent
3093,19,recessive,missense
3094,8,dominant,frameshift
3095,6,dominant,nonsense
3096,19,dominant,frameshift
3097,3,dominant,nonsense
3098,9,dominant,frameshift
3099,7,dominant,frameshift
3100,18,dominant,missense
3101,20,dominant,nonsense
3102,21,recessive,synonymous
3103,21,recessive,silent
3104,12,dominant,missense
3105,9,recessive,nonsense
3106,20,recessive,frameshift
3107,22,recessive,synonymous
3108,6,recessive,nonsense
3109,11,recessive,silent
3110,19,dominant,nonsense
3111,20,dominant,nonsense
3112,5,dominant,nonsense
3113,17,dominant,missense
3114,14,dominant,nonsense
3115,20,recessive,silent
3116,12,dominant,frameshift
3117,15,dominant,missense
3118,10,recessive,nonsense
3119,5,dominant,synonymous
3120,2,recessive,frameshift
3121,15,dominant,silent
3122,19,dominant,frameshift
3123,8,dominant,missense
3124,17,dominant,silent
3125,2,recessive,silent
3126,8,dominant,missense
3127,22,recessive,nonsense
3128,7,recessive,frameshift
3129,7,dominant,silent
3130,20,recessive,nonsense
3131,11,dominant,nonsense
3132,10,recessive,nonsense
3133,2,dominant,silent
3134,18,dominant,frameshift
3135,17,recessive,synonymous
3136,14,recessive,nonsense
3137,2,recessive,nonsense
3138,22,recessive,missense
3139,14,dominant,nonsense
3140,1,recessive,missense
3141,13,dominant,missense
3142,14,dominant,nonsense
3143,21,dominant,synonymous
3144,2,dominant,synonymous
3145,3,recessive,frameshift
3146,11,recessive,missense
3147,2,recessive,silent
3148,4,dominant,missense
3149,19,recessive,frameshift
3150,11,recessive,synonymous
3151,5,recessive,nonsense
3152,13,recessive,frameshift
3153,12,recessive,missense
3154,17,recessive,frameshift
3155,9,recessive,missense
3156,3,dominant,synonymous
3157,3,dominant,missense
3158,11,recessive,frameshift
3159,13,recessive,frameshift
3160,19,dominant,missense
3161,19,recessive,missense
3162,12,dominant,silent
3163,21,recessive,nonsense
3164,21,recessive,missense
3165,9,dominant,frameshift
3166,21,dominant,frameshift
3167,7,recessive,frameshift
3168,20,recessive,silent
3169,10,recessive,silent
3170,2,recessive,silent
3171,22,recessive,missense
3172,14,dominant,frameshift
3173,4,dominant,synonymous
3174,4,dominant,synonymous
3175,3,recessive,nonsense
3176,3,recessive,frameshift
3177,3,recessive,silent
3178,10,recessive,synonymous
3179,14,recessive,nonsense
3180,12,recessive,nonsense
3181,13,dominant,frameshift
3182,16,dominant,nonsense
3183,12,dominant,frameshift
3184,11,recessive,nonsense
3185,2,dominant,nonsense
3186,16,dominant,frameshift
3187,9,recessive,synonymous
3188,21,recessive,nonsense
3189,17,recessive,nonsense
3190,7,recessive,synonymous
3191,5,dominant,nonsense
3192,6,recessive,synonymous
3193,4,recessive,frameshift
3194,14,dominant,frameshift
3195,4,dominant,silent
3196,5,dominant,silent
3197,10,dominant,synonymous
3198,4,dominant,synonymous
3199,16,recessive,missense
3200,9,recessive,nonsense
3201,17,recessive,frameshift
3202,5,recessive,frameshift
3203,13,dominant,missense
3204,8,dominant,synonymous
3205,4,dominant,missense
3206,21,dominant,silent
3207,13,dominant,synonymous
3208,3,recessive,synonymous
3209,6,dominant,synonymous
3210,22,dominant,synonymous
3211,18,dominant,silent
3212,7,dominant,frameshift
3213,22,dominant,nonsense
3214,13,recessive,missense
3215,7,dominant,synonymous
3216,20,dominant,synonymous
3217,21,dominant,silent
3218,18,recessive,frameshift
3219,12,dominant,nonsense
3220,2,recessive,missense
3221,22,dominant,synonymous
3222,7,recessive,frameshift
3223,15,recessive,missense
3224,2,dominant,frameshift
3225,6,recessive,nonsense
3226,4,recessive,frameshift
3227,13,dominant,synonymous
3228,16,recessive,missense
3229,12,recessive,frameshift
3230,5,dominant,frameshift
3231,1,dominant,silent
3232,12,dominant,silent
3233,20,recessive,nonsense
3234,13,recessive,nonsense
3235,18,recessive,frameshift
3236,5,recessive,missense
3237,18,recessive,silent
3238,21,recessive,missense
3239,11,recessive,synonymous
3240,14,recessive,missense
3241,22,dominant,missense
3242,5,recessive,silent
3243,20,dominant,missense
3244,9,dominant,nonsense
3245,19,dominant,frameshift
3246,1,recessive,frameshift
